0volume,0s_area,0demand,0up_spill,0ww_inflow,0catch_inflow,0evap,0ds_spill,1volume,1s_area,1demand,1up_spill,1ww_inflow,1catch_inflow,1evap,1ds_spill,1alloc_0,1alloc_1,1alloc_2,1alloc_3,2volume,2demand,2up_spill,2ww_inflow,2catch_inflow,2evap,2ds_spill,2alloc_1,2alloc_2,2alloc_3,3volume,3s_area,3demand,3up_spill,3ww_inflow,3catch_inflow,3evap,3ds_spill,4volume,4demand,4up_spill,4ww_inflow,4catch_inflow,4evap,4ds_spill,4alloc_1,4alloc_2,4alloc_3,5volume,5demand,5up_spill,5ww_inflow,5catch_inflow,5evap,5ds_spill,6volume,6demand,6up_spill,6ww_inflow,6catch_inflow,6evap,6ds_spill,9demand,10demand,11demand,12demand
1049,1,71.269,0,0,86.95,1.84801,13.833,8772.99,1,143.731,13.833,0,240.25,116.042,25.85,1987.58,3442.32,3343.09,10707.5,36025.5,650.561,118.573,0,287.09,-76.2176,490,7838.8,28186.7,13046.3,0,1,0,5433.77,0,0,0,5433.77,-2190,0,975.601,0,4432.32,0,5407.92,2190,2920,2190,0,0,48.4526,0,70.12,0,118.573,1500,32.4886,0,0,85.53,4.58881,48.4526,35,35,35,35
1049,1,62.5273,0,0,182.49,-3.34023,123.303,9100,1,118.473,123.303,0,270.78,-209.742,40.8295,2273.08,3463.38,3363.54,10825,35885.2,535.009,258.814,0,288.45,1.60582,357,7748.49,28136.7,12840.1,0,1,0,4646.54,0,0,0,4646.54,-2190,0,903.256,0,3702.45,0,4605.71,2190,2920,2190,0,0,142.014,0,116.8,0,258.814,1500,33.9005,0,0,167.62,-8.29416,142.014,35,35,35,35
1049,1,47.6807,0,0,244.55,5.9794,190.89,9100,1,103.319,190.89,0,410.79,375.463,122.897,2273.08,3463.38,3363.54,10825,35965.5,546.638,307.771,0,453.57,-105.033,357,7734.57,28230.9,12722.7,0,1,0,2933.03,0,0,0,2933.03,-2190,0,846.234,0,1963.9,0,2810.13,2190,2920,2190,0,0,198.951,0,108.82,0,307.771,1500,29.3918,0,0,243.19,14.8475,198.951,35,35,35,35
1049,1,50.2068,0,0,220.11,0.615404,169.288,9100,1,108.793,169.288,0,299.12,38.6429,320.972,2273.08,3463.38,3363.54,10825,35955.1,606.695,272.317,0,346.87,-205,357,7705.48,28249.6,12593.5,0,1,0,10707.8,0,0,0,10707.8,-2190,0,852.357,0,9534.45,0,10386.8,2190,2920,2190,0,0,209.847,0,62.47,0,272.317,1500,31.0848,0,0,242.46,1.52811,209.847,35,35,35,35
1049,1,46.1018,0,0,482.31,-8.86873,445.077,9100,1,99.8982,445.077,0,940.53,-556.892,1842.6,2273.08,3463.38,3363.54,10825,36639,545.79,1921.2,0,1029.13,-91.3791,405.538,8060.58,28578.4,14000,0,1,0,15638.3,0,0,0,15638.3,-2190,0,953.997,0,12841.7,0,13795.7,2190,2920,2190,0,0,1495.97,0,425.23,0,1921.2,1500,30.4498,0,0,1504.4,-22.022,1495.97,35,35,35,35
1049,1,42.9442,0,0,634.14,-4.87699,596.073,9100,1,93.0558,596.073,0,2657.83,-306.24,3467.09,2273.08,3463.38,3363.54,10825,36639,542.838,1741.11,0,2917.48,-10.1226,4125.87,8060.58,28578.4,14000,0,1,0,13026.5,0,0,0,13026.5,-2190,0,4635.41,0,4924.04,0,9559.45,2190,2920,2190,0,0,1200.13,0,540.98,0,1741.11,1500,28.2723,0,0,1216.29,-12.1101,1200.13,35,35,35,35
1049,1,53.0487,0,0,1569.83,-2.29203,1519.07,9100,1,114.951,1519.07,0,4288.52,-143.923,5836.57,2273.08,3463.38,3363.54,10825,36639,515.243,3879.47,0,4796.2,-351.797,8512.23,8060.58,28578.4,14000,0,1,0,17169.2,0,0,0,17169.2,-2190,0,9054.78,0,2277.87,0,11332.7,2190,2920,2190,0,0,2927.61,0,951.86,0,3879.47,1500,29.3471,0,0,2951.27,-5.69136,2927.61,35,35,35,35
1049,1,49.5753,0,0,1373.21,-13.6592,1337.29,9100,1,107.425,1337.29,0,5345.31,-857.7,7432.88,2273.08,3463.38,3363.54,10825,36639,537.176,2457.01,0,5884.39,-0.203674,7804.43,8060.58,28578.4,14000,0,1,0,18255.7,0,0,0,18255.7,-2190,0,8321.79,0,2501.01,0,10822.8,2190,2920,2190,0,0,1707.9,0,749.11,0,2457.01,1500,28.5736,0,0,1702.56,-33.9173,1707.9,35,35,35,35
1049,1,45.1545,0,0,1582.55,-0.736125,1538.13,9100,1,97.8455,1538.13,0,12424,-46.2234,13910.5,2273.08,3463.38,3363.54,10825,36639,516.839,4040.36,0,12985.2,-194.712,16703.5,8060.58,28578.4,14000,0,1,0,39133.6,0,0,0,39133.6,-2190,0,17240.9,0,7982.18,0,25223.1,2190,2920,2190,0,0,3264.76,0,775.6,0,4040.36,1500,28.2112,0,0,3291.14,-1.82788,3264.76,35,35,35,35
1049,1,57.1536,0,0,2999.97,-5.83928,2948.66,9100,1,123.846,2948.66,0,10786.8,-366.665,13978.3,2273.08,3463.38,3363.54,10825,36639,552.268,4945.42,0,11967.4,-495.706,16856.2,8060.58,28578.4,14000,0,1,0,34843.2,0,0,0,34843.2,-2190,0,17374,0,3490.87,0,20864.9,2190,2920,2190,0,0,3614.51,0,1330.91,0,4945.42,1500,33.6821,0,0,3633.69,-14.4996,3614.51,35,35,35,35
